slack,cap_sigma,stake,rule,seed,w_app,w_op,w_sys,napp,nop,nsys
4.0,0.0,pareto,sum,1,1.0,0.0,0.0,1.0,0.12423481021935873,0.5337603496661749
4.0,0.0,pareto,sum,2,0.0,0.0,1.0,1.0,0.973683966705532,1.0
4.0,0.0,pareto,sum,2,0.0,0.2,0.8,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.0,0.4,0.6,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.0,0.6,0.4,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.0,0.8,0.2,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.0,1.0,0.0,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.2,0.0,0.8,1.0,0.973683966705532,1.0
4.0,0.0,pareto,sum,2,0.2,0.2,0.6,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.2,0.4,0.4,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.2,0.6,0.2,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.2,0.8,0.0,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.4,0.0,0.6,1.0,0.973683966705532,1.0
4.0,0.0,pareto,sum,2,0.4,0.2,0.4,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.4,0.4,0.2,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.4,0.6,0.0,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.6,0.0,0.4,1.0,0.973683966705532,1.0
4.0,0.0,pareto,sum,2,0.6,0.2,0.2,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.6,0.4,0.0,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,0.8,0.0,0.2,1.0,0.973683966705532,1.0
4.0,0.0,pareto,sum,2,0.8,0.2,0.0,1.0,1.0,1.0
4.0,0.0,pareto,sum,2,1.0,0.0,0.0,1.0,0.7266003803913228,0.7462384153759678
4.0,0.8,uniform,min,0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.0,0.2,0.8,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.0,0.4,0.6,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.0,0.6,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.0,0.8,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.0,1.0,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.2,0.0,0.8,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.2,0.2,0.6,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.2,0.4,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.2,0.6,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.2,0.8,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.4,0.0,0.6,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.4,0.2,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.4,0.4,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.4,0.6,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.6,0.0,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.6,0.2,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.6,0.4,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.8,0.0,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,0.8,0.2,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,0,1.0,0.0,0.0,1.0,0.23443249430160684,0.23443249458286086
4.0,0.8,uniform,min,1,0.0,0.0,1.0,1.0,0.9999999999756085,1.0
4.0,0.8,uniform,min,1,0.0,0.2,0.8,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.0,0.4,0.6,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.0,0.6,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.0,0.8,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.0,1.0,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.2,0.0,0.8,1.0,0.9999999999756085,1.0
4.0,0.8,uniform,min,1,0.2,0.2,0.6,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.2,0.4,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.2,0.6,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.2,0.8,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.4,0.0,0.6,1.0,0.9999999999756085,1.0
4.0,0.8,uniform,min,1,0.4,0.2,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.4,0.4,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.4,0.6,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.6,0.0,0.4,1.0,0.9999999999756085,1.0
4.0,0.8,uniform,min,1,0.6,0.2,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.6,0.4,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,0.8,0.0,0.2,1.0,0.9999999999756085,1.0
4.0,0.8,uniform,min,1,0.8,0.2,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,min,1,1.0,0.0,0.0,1.0,0.3325519812040765,0.3325519818016962
4.0,0.8,uniform,min,2,0.0,0.0,1.0,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.0,0.2,0.8,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.0,0.4,0.6,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.0,0.6,0.4,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.0,0.8,0.2,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.0,1.0,0.0,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.2,0.0,0.8,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.2,0.2,0.6,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.2,0.4,0.4,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.2,0.6,0.2,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.2,0.8,0.0,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.4,0.0,0.6,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.4,0.2,0.4,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.4,0.4,0.2,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.4,0.6,0.0,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.6,0.0,0.4,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.6,0.2,0.2,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.6,0.4,0.0,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.8,0.0,0.2,1.0,1.0,1.0
4.0,0.8,uniform,min,2,0.8,0.2,0.0,1.0,1.0,1.0
4.0,0.8,uniform,min,2,1.0,0.0,0.0,1.0,0.1673293785677303,0.16732937856746474
4.0,0.8,uniform,sum,0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.0,0.2,0.8,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.0,0.4,0.6,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.0,0.6,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.0,0.8,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.0,1.0,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.2,0.0,0.8,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.2,0.2,0.6,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.2,0.4,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.2,0.6,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.2,0.8,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.4,0.0,0.6,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.4,0.2,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.4,0.4,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.4,0.6,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.6,0.0,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.6,0.2,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.6,0.4,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.8,0.0,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,0.8,0.2,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,0,1.0,0.0,0.0,1.0,0.23443249430160684,0.23443249458286086
4.0,0.8,uniform,sum,1,0.0,0.0,1.0,1.0,0.9999999999756085,1.0
4.0,0.8,uniform,sum,1,0.0,0.2,0.8,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.0,0.4,0.6,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.0,0.6,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.0,0.8,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.0,1.0,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.2,0.0,0.8,1.0,0.9999999999756085,1.0
4.0,0.8,uniform,sum,1,0.2,0.2,0.6,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.2,0.4,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.2,0.6,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.2,0.8,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.4,0.0,0.6,1.0,0.9999999999756085,1.0
4.0,0.8,uniform,sum,1,0.4,0.2,0.4,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.4,0.4,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.4,0.6,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.6,0.0,0.4,1.0,0.9999999999756085,1.0
4.0,0.8,uniform,sum,1,0.6,0.2,0.2,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.6,0.4,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,0.8,0.0,0.2,1.0,0.9999999999756085,1.0
4.0,0.8,uniform,sum,1,0.8,0.2,0.0,1.0,0.9999999999999999,1.0
4.0,0.8,uniform,sum,1,1.0,0.0,0.0,1.0,0.3325519812040765,0.3325519818016962
4.0,0.8,uniform,sum,2,0.0,0.0,1.0,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.0,0.2,0.8,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.0,0.4,0.6,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.0,0.6,0.4,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.0,0.8,0.2,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.0,1.0,0.0,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.2,0.0,0.8,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.2,0.2,0.6,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.2,0.4,0.4,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.2,0.6,0.2,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.2,0.8,0.0,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.4,0.0,0.6,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.4,0.2,0.4,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.4,0.4,0.2,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.4,0.6,0.0,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.6,0.0,0.4,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.6,0.2,0.2,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.6,0.4,0.0,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.8,0.0,0.2,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,0.8,0.2,0.0,1.0,1.0,1.0
4.0,0.8,uniform,sum,2,1.0,0.0,0.0,1.0,0.1673293785677303,0.16732937856746474
4.0,0.8,pareto,min,0,0.0,0.0,1.0,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.0,0.2,0.8,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.0,0.4,0.6,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.0,0.6,0.4,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.0,0.8,0.2,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.0,1.0,0.0,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.2,0.0,0.8,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.2,0.2,0.6,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.2,0.4,0.4,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.2,0.6,0.2,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.2,0.8,0.0,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.4,0.0,0.6,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.4,0.2,0.4,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.4,0.4,0.2,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.4,0.6,0.0,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.6,0.0,0.4,0.22303038300259334,0.9999999999999999,1.0
4.0,0.8,pareto,min,0,0.6,0.2,0.2,0.5,0.7876973460181177,0.5517462591608818
4.0,0.8,pareto,min,0,0.6,0.4,0.0,0.5,0.7876973460181177,0.5517462591608818
4.0,0.8,pareto,min,0,0.8,0.0,0.2,0.5,0.7876973460181177,0.5517462591608818
4.0,0.8,pareto,min,0,0.8,0.2,0.0,0.5,0.7876973460181177,0.5517462591608818
4.0,0.8,pareto,min,0,1.0,0.0,0.0,0.5,0.18061219678464258,0.20383882445712947
4.0,0.8,pareto,min,1,0.0,0.0,1.0,1.0,0.9121892944182091,1.0
4.0,0.8,pareto,min,1,0.0,0.2,0.8,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,min,1,0.0,0.4,0.6,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,min,1,0.0,0.6,0.4,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,min,1,0.0,0.8,0.2,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,min,1,0.0,1.0,0.0,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,min,1,0.2,0.0,0.8,1.0,0.9121892944182091,1.0
4.0,0.8,pareto,min,1,0.2,0.2,0.6,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,min,1,0.2,0.4,0.4,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,min,1,0.2,0.6,0.2,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,min,1,0.2,0.8,0.0,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,min,1,0.4,0.0,0.6,1.0,0.9121892944182091,1.0
4.0,0.8,pareto,min,1,0.4,0.2,0.4,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,min,1,0.4,0.4,0.2,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,min,1,0.4,0.6,0.0,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,min,1,0.6,0.0,0.4,1.0,0.9121892944182091,1.0
4.0,0.8,pareto,min,1,0.6,0.2,0.2,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,min,1,0.6,0.4,0.0,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,min,1,0.8,0.0,0.2,1.0,0.9121892944182091,1.0
4.0,0.8,pareto,min,1,0.8,0.2,0.0,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,min,1,1.0,0.0,0.0,1.0,0.08554443229313186,0.3325519818016962
4.0,0.8,pareto,min,2,0.0,0.0,1.0,0.75,0.99246653904136,1.0
4.0,0.8,pareto,min,2,0.0,0.2,0.8,0.75,1.0,1.0
4.0,0.8,pareto,min,2,0.0,0.4,0.6,0.75,1.0,1.0
4.0,0.8,pareto,min,2,0.0,0.6,0.4,0.75,1.0,1.0
4.0,0.8,pareto,min,2,0.0,0.8,0.2,0.75,1.0,1.0
4.0,0.8,pareto,min,2,0.0,1.0,0.0,0.75,1.0,1.0
4.0,0.8,pareto,min,2,0.2,0.0,0.8,0.75,0.99246653904136,1.0
4.0,0.8,pareto,min,2,0.2,0.2,0.6,0.75,1.0,1.0
4.0,0.8,pareto,min,2,0.2,0.4,0.4,0.75,1.0,1.0
4.0,0.8,pareto,min,2,0.2,0.6,0.2,0.75,1.0,1.0
4.0,0.8,pareto,min,2,0.2,0.8,0.0,0.75,1.0,1.0
4.0,0.8,pareto,min,2,0.4,0.0,0.6,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,min,2,0.4,0.2,0.4,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,min,2,0.4,0.4,0.2,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,min,2,0.4,0.6,0.0,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,min,2,0.6,0.0,0.4,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,min,2,0.6,0.2,0.2,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,min,2,0.6,0.4,0.0,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,min,2,0.8,0.0,0.2,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,min,2,0.8,0.2,0.0,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,min,2,1.0,0.0,0.0,1.0,0.2176972307330823,0.21817711015474336
4.0,0.8,pareto,sum,0,0.0,0.0,1.0,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.0,0.2,0.8,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.0,0.4,0.6,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.0,0.6,0.4,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.0,0.8,0.2,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.0,1.0,0.0,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.2,0.0,0.8,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.2,0.2,0.6,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.2,0.4,0.4,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.2,0.6,0.2,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.2,0.8,0.0,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.4,0.0,0.6,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.4,0.2,0.4,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.4,0.4,0.2,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.4,0.6,0.0,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.6,0.0,0.4,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.6,0.2,0.2,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.6,0.4,0.0,0.5,1.0,1.0
4.0,0.8,pareto,sum,0,0.8,0.0,0.2,0.75,0.42314392461224515,0.4231439246122451
4.0,0.8,pareto,sum,0,0.8,0.2,0.0,0.75,0.42314392461224515,0.4231439246122451
4.0,0.8,pareto,sum,0,1.0,0.0,0.0,0.75,0.3306905733274873,0.33069057332748725
4.0,0.8,pareto,sum,1,0.0,0.0,1.0,1.0,0.9121892944182091,1.0
4.0,0.8,pareto,sum,1,0.0,0.2,0.8,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,sum,1,0.0,0.4,0.6,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,sum,1,0.0,0.6,0.4,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,sum,1,0.0,0.8,0.2,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,sum,1,0.0,1.0,0.0,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,sum,1,0.2,0.0,0.8,1.0,0.9121892944182091,1.0
4.0,0.8,pareto,sum,1,0.2,0.2,0.6,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,sum,1,0.2,0.4,0.4,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,sum,1,0.2,0.6,0.2,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,sum,1,0.2,0.8,0.0,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,sum,1,0.4,0.0,0.6,1.0,0.9121892944182091,1.0
4.0,0.8,pareto,sum,1,0.4,0.2,0.4,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,sum,1,0.4,0.4,0.2,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,sum,1,0.4,0.6,0.0,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,sum,1,0.6,0.0,0.4,1.0,0.9121892944182091,1.0
4.0,0.8,pareto,sum,1,0.6,0.2,0.2,1.0,0.9288703749604996,1.0
4.0,0.8,pareto,sum,1,0.6,0.4,0.0,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,sum,1,0.8,0.0,0.2,1.0,0.9121892944182091,1.0
4.0,0.8,pareto,sum,1,0.8,0.2,0.0,1.0,1.0,0.9243226229377981
4.0,0.8,pareto,sum,1,1.0,0.0,0.0,1.0,0.08554443229313186,0.3325519818016962
4.0,0.8,pareto,sum,2,0.0,0.0,1.0,0.75,0.99246653904136,1.0
4.0,0.8,pareto,sum,2,0.0,0.2,0.8,0.75,1.0,1.0
4.0,0.8,pareto,sum,2,0.0,0.4,0.6,0.75,1.0,1.0
4.0,0.8,pareto,sum,2,0.0,0.6,0.4,0.75,1.0,1.0
4.0,0.8,pareto,sum,2,0.0,0.8,0.2,0.75,1.0,1.0
4.0,0.8,pareto,sum,2,0.0,1.0,0.0,0.75,1.0,1.0
4.0,0.8,pareto,sum,2,0.2,0.0,0.8,0.75,0.99246653904136,1.0
4.0,0.8,pareto,sum,2,0.2,0.2,0.6,0.75,1.0,1.0
4.0,0.8,pareto,sum,2,0.2,0.4,0.4,0.75,1.0,1.0
4.0,0.8,pareto,sum,2,0.2,0.6,0.2,0.75,1.0,1.0
4.0,0.8,pareto,sum,2,0.2,0.8,0.0,0.75,1.0,1.0
4.0,0.8,pareto,sum,2,0.4,0.0,0.6,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,sum,2,0.4,0.2,0.4,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,sum,2,0.4,0.4,0.2,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,sum,2,0.4,0.6,0.0,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,sum,2,0.6,0.0,0.4,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,sum,2,0.6,0.2,0.2,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,sum,2,0.6,0.4,0.0,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,sum,2,0.8,0.0,0.2,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,sum,2,0.8,0.2,0.0,1.0,0.8963748495756231,0.9361852877032902
4.0,0.8,pareto,sum,2,1.0,0.0,0.0,1.0,0.2176972307330823,0.21817711015474336
